n r res t
19 75 6 9954083
20 75 8 22915746
21 75 7 41638426
22 75 9 86670401
23 75 7 172557040
24 75 7 345190867
25 75 6 676591411
26 75 6 1382411829
27 75 8 2727690414
28 75 7 5447201996
29 75 7 10988951063
30 75 8 22049982574
1 100 1 135
2 100 2 205
3 100 1 310
4 100 2 747
5 100 2 1229
6 100 4 2336
7 100 5 3507
8 100 3 6256
9 100 4 10632
10 100 4 25358
11 100 5 39790
12 100 4 77660
13 100 4 153383
14 100 6 320272
15 100 6 612378
16 100 5 1204265
17 100 6 3252130
18 100 6 5218868
19 100 5 10224864
20 100 8 22495942
21 100 8 41538159
22 100 7 82560436
23 100 5 177547115
24 100 7 338134462
25 100 6 683428356
26 100 8 1386263091
27 100 7 2749224236
28 100 8 5478001822
29 100 8 10919517234
30 100 10 21981358140
1 1 0 135
2 1 0 205
3 1 0 297
4 1 0 615
5 1 0 1102
6 1 1 1429
7 1 0 2454
8 1 0 5526
9 1 0 9752
10 1 0 19253
11 1 1 38118
12 1 0 76416
13 1 0 151981
14 1 0 300785
15 1 0 631013
16 1 0 1207622
17 1 0 3080905
18 1 1 5221573
19 1 1 10796812
20 1 0 20210759
21 1 0 43215792
22 1 0 83406763
23 1 0 167526035
24 1 0 344323006
25 1 0 685611633
26 1 1 1369662402
27 1 0 2733065055
28 1 1 5537133808
